accountType,ministry,organization,specialAccount,subAccount,agency,sectionCode,sectionName,inInitial,inSupplement,inSettlement,initialAmount,supplementAmount,settlementAmount,initialDetailCount,supplementDetailCount,settlementDetailCount,supplementHasOutsideN,membershipPattern
general,経済産業省,経済産業本省,,,,022,半導体・人工知能関連技術基盤強化対策費,0,1,1,,1305353732000,1305353732000,,3,3,0,-SF
general,経済産業省,経済産業本省,,,,601,沖縄振興交付金事業推進費,0,0,1,,,51935000,,,2,,--F
general,経済産業省,経済産業本省,,,,615,宇宙開発利用推進費,0,0,1,,,1330000000,,,2,,--F
general,経済産業省,経済産業本省,,,,656,科学技術イノベーション創造推進費,0,0,1,,,17313943000,,,9,,--F
general,経済産業省,経済産業本省,,,,674,地方創生地域産業基盤整備事業推進費,0,0,1,,,775500000,,,2,,--F
general,経済産業省,経済産業本省,,,,721,水資源開発事業費,0,0,1,,,118000000,,,2,,--F
general,経済産業省,経済産業本省,,,,781,地球環境保全等試験研究費,0,0,1,,,2388000,,,2,,--F
general,経済産業省,経済産業本省,,,,829,情報通信技術調達等適正・効率化推進費,0,0,1,,,12323321198,,,3,,--F
general,経済産業省,資源エネルギー庁,,,,081,資源エネルギー庁共通費,1,1,1,4110111000,4162340000,4162340000,21,11,19,1,ISF
general,経済産業省,資源エネルギー庁,,,,082,鉱物資源安定供給確保費,1,1,1,733177000,1634229000,1634229000,4,3,4,1,ISF
general,経済産業省,資源エネルギー庁,,,,083,石油石炭税財源燃料安定供給対策及エネルギー需給構造高度化対策費エネルギー対策特別会計へ繰入,1,1,1,349301793000,480379855000,480379855000,2,2,2,0,ISF
general,経済産業省,資源エネルギー庁,,,,084,電源開発促進税財源電源立地対策及電源利用対策費エネルギー対策特別会計へ繰入,1,1,1,162200207000,151054896000,151054896000,2,2,2,0,ISF
general,経済産業省,資源エネルギー庁,,,,085,独立行政法人エネルギー・金属鉱物資源機構運営費,1,1,1,3932909000,28298409000,28298409000,3,3,3,0,ISF
general,経済産業省,資源エネルギー庁,,,,088,エネルギー需給構造高度化対策費,1,1,1,0,1351781262000,1351781262000,3,3,3,0,ISF
general,経済産業省,資源エネルギー庁,,,,089,独立行政法人エネルギー・金属鉱物資源機構出資,0,1,1,,67500000000,67500000000,,2,2,0,-SF
general,経済産業省,資源エネルギー庁,,,,090,電源利用対策費エネルギー対策特別会計へ繰入,0,1,1,,11145311000,11145311000,,2,2,0,-SF
general,経済産業省,資源エネルギー庁,,,,091,脱炭素成長型経済構造移行推進エネルギー対策特別会計へ繰入,0,1,1,,32935362000,32935362000,,2,2,0,-SF
general,経済産業省,資源エネルギー庁,,,,832,情報通信技術調達等適正・効率化推進費,0,0,1,,,381111480,,,2,,--F
general,総務省,公害等調整委員会,,,,061,公害等調整委員会,1,1,1,569662000,562724000,562724000,18,7,18,1,ISF
general,総務省,消防庁,,,,071,消防庁共通費,1,1,1,2393208000,2357174000,2357174000,19,9,19,1,ISF
general,総務省,消防庁,,,,072,消防防災体制等整備費,1,1,1,9129606000,18524577000,18524577000,25,10,24,1,ISF
general,総務省,消防庁,,,,073,消防庁施設費,1,1,1,45081000,68843000,68843000,4,3,4,1,ISF
general,総務省,消防庁,,,,830,情報通信技術調達等適正・効率化推進費,0,0,1,,,1845066469,,,2,,--F
general,総務省,管区行政評価局,,,,041,管区行政評価局共通費,1,1,1,6240050000,6233191000,6233191000,16,8,16,1,ISF
general,総務省,管区行政評価局,,,,042,行政評価等実施費,1,1,1,770669000,770669000,770669000,9,1,9,0,ISF
general,総務省,管区行政評価局,,,,831,情報通信技術調達等適正・効率化推進費,0,0,1,,,528000,,,2,,--F
general,総務省,総務本省,,,,001,総務本省共通費,1,1,1,41900654000,42367000000,42367000000,39,20,39,1,ISF
general,総務省,総務本省,,,,002,総務本省施設費,1,1,1,1039104000,1039104000,1039104000,4,1,4,0,ISF
general,総務省,総務本省,,,,004,行政管理実施費,1,1,1,153051000,193401000,193401000,8,3,8,1,ISF
general,総務省,総務本省,,,,005,行政評価等実施費,1,1,1,210072000,344342000,344342000,8,4,8,1,ISF
general,総務省,総務本省,,,,006,地方行政制度整備費,1,1,1,426470000,1770137000,1770137000,9,6,7,1,ISF
general,総務省,総務本省,,,,007,地域振興費,1,1,1,2075283000,4975820000,4975820000,10,7,10,1,ISF
general,総務省,総務本省,,,,008,地方財政制度整備費,1,1,1,52198000,52198000,52198000,5,1,5,0,ISF
general,総務省,総務本省,,,,009,地方交付税交付金,1,1,1,16654311115000,18486753817000,18486753817000,2,2,2,0,ISF
general,総務省,総務本省,,,,010,地方特例交付金,1,1,1,1132000000000,1133234252000,1133234252000,3,3,3,0,ISF
general,総務省,総務本省,,,,011,地方税制度整備費,1,1,1,51880000,51880000,51880000,6,1,6,0,ISF
general,総務省,総務本省,,,,012,選挙制度等整備費,1,1,1,229329000,256102000,256102000,9,6,21,1,ISF
general,総務省,総務本省,,,,013,電子政府・電子自治体推進費,1,1,1,46025118000,189615476000,189615476000,12,9,13,1,ISF
general,総務省,総務本省,,,,014,情報通信技術研究開発推進費,1,1,1,8153405000,94278620000,94278620000,15,12,15,1,ISF
general,総務省,総務本省,,,,015,国立研究開発法人情報通信研究機構運営費,1,1,1,30013988000,41913502000,41913502000,2,2,2,0,ISF
general,総務省,総務本省,,,,016,国立研究開発法人情報通信研究機構施設整備費,1,1,1,311200000,311200000,311200000,2,1,2,0,ISF
general,総務省,総務本省,,,,017,情報通信技術高度利活用推進費,1,1,1,2898790000,18192889000,18192889000,8,8,9,1,ISF
general,総務省,総務本省,,,,020,情報通信技術利用環境整備費,1,1,1,6118879000,22803828000,22803828000,10,10,11,1,ISF
general,総務省,総務本省,,,,021,電波利用料財源電波監視等実施費,1,1,1,70110651000,79859293000,79859293000,29,10,30,1,ISF
general,総務省,総務本省,,,,022,情報通信国際戦略推進費,1,1,1,1665212000,7965212000,7965212000,15,4,11,1,ISF
general,総務省,総務本省,,,,023,郵政行政推進費,1,1,1,1011499000,1042053000,1042053000,9,5,9,1,ISF
general,総務省,総務本省,,,,024,一般戦災死没者追悼等事業費,1,1,1,494230000,567297000,567297000,9,3,9,1,ISF
general,総務省,総務本省,,,,026,恩給費,1,1,1,70545121000,70464551000,70464551000,19,10,19,1,ISF
general,総務省,総務本省,,,,027,統計調査費,1,1,1,32965736000,63405568000,63405568000,18,6,18,1,ISF
general,総務省,総務本省,,,,028,独立行政法人統計センター運営費,1,1,1,8224131000,8324832000,8324832000,2,2,2,0,ISF
general,総務省,総務本省,,,,029,政党助成費,1,1,1,31560166000,31560166000,31560166000,3,1,3,0,ISF
general,総務省,総務本省,,,,030,国有提供施設等所在市町村助成交付金,1,1,1,29940000000,29940000000,29940000000,2,1,2,0,ISF
general,総務省,総務本省,,,,031,施設等所在市町村調整交付金,1,1,1,7600000000,7600000000,7600000000,2,1,2,0,ISF
general,総務省,総務本省,,,,607,沖縄北部連携促進特別振興事業費,0,0,1,,,13459000,,,2,,--F
general,総務省,総務本省,,,,615,宇宙開発利用推進費,0,0,1,,,430000000,,,2,,--F
general,総務省,総務本省,,,,656,科学技術イノベーション創造推進費,0,0,1,,,2031560000,,,6,,--F
general,総務省,総務本省,,,,664,新型コロナウイルス感染症対応地方創生推進費,0,0,1,,,0,,,2,,--F
general,総務省,総務本省,,,,671,物価高騰対応地方創生推進費,0,0,1,,,1112480380000,,,2,,--F
general,総務省,総務本省,,,,701,南極地域観測事業費,0,0,1,,,32555000,,,2,,--F
general,総務省,総務本省,,,,820,特定地域づくり事業推進費,0,0,1,,,502785000,,,3,,--F
general,総務省,総務本省,,,,829,情報通信技術調達等適正・効率化推進費,0,0,1,,,9818429520,,,3,,--F
general,総務省,総合通信局,,,,051,総合通信局共通費,1,1,1,7863029000,7937330000,7937330000,15,6,15,1,ISF
general,総務省,総合通信局,,,,052,情報通信技術高度利活用等推進費,1,1,1,61982000,61982000,61982000,6,1,6,0,ISF
general,総務省,総合通信局,,,,053,電波利用料財源電波監視等実施費,1,1,1,3511427000,3505062000,3505062000,15,6,15,1,ISF
general,総務省,総合通信局,,,,702,南極地域観測事業費,0,0,1,,,1679000,,,2,,--F
general,総務省,総合通信局,,,,832,情報通信技術調達等適正・効率化推進費,0,0,1,,,8111000,,,2,,--F
general,裁判所,裁判所,,,,001,最高裁判所,1,1,1,85167749000,87800127000,87800127000,41,17,40,1,ISF
general,裁判所,裁判所,,,,002,下級裁判所,1,1,1,206921337000,213264491000,213264491000,18,13,18,1,ISF
general,裁判所,裁判所,,,,003,検察審査費,1,1,1,281194000,281998000,281998000,8,3,8,1,ISF
general,裁判所,裁判所,,,,004,裁判費,1,1,1,23962226000,36930877000,36930877000,14,3,14,1,ISF
general,裁判所,裁判所,,,,005,裁判所施設費,1,1,1,14638503000,16163885000,16163885000,4,4,4,0,ISF
general,裁判所,裁判所,,,,009,裁判所予備経費,1,1,1,8000000,8000000,8000000,2,1,3,0,ISF
general,財務省,国税庁,,,,041,国税庁共通費,1,1,1,547148741000,575449299000,575449299000,32,11,32,1,ISF
general,財務省,国税庁,,,,042,国税庁施設費,1,1,1,2850199000,4025136000,4025136000,5,4,4,0,ISF
general,財務省,国税庁,,,,043,税務業務費,1,1,1,61406554000,66821855000,66821855000,23,8,23,1,ISF
general,財務省,国税庁,,,,044,国税不服審判所,1,1,1,4631398000,4811658000,4811658000,14,7,14,1,ISF
general,財務省,国税庁,,,,045,独立行政法人酒類総合研究所運営費,1,1,1,966004000,1020691000,1020691000,2,2,2,0,ISF
general,財務省,国税庁,,,,050,独立行政法人酒類総合研究所施設整備費,1,1,1,0,133397000,133397000,2,2,2,0,ISF
general,財務省,国税庁,,,,832,情報通信技術調達等適正・効率化推進費,0,0,1,,,120402429397,,,2,,--F
general,財務省,税関,,,,031,税関共通費,1,1,1,76736801000,79195141000,79195141000,20,9,20,1,ISF
general,財務省,税関,,,,032,税関施設費,1,1,1,450804000,1486570000,1486570000,4,3,4,1,ISF
general,財務省,税関,,,,033,税関業務費,1,1,1,20654047000,23797876000,23797876000,15,6,15,1,ISF
general,財務省,税関,,,,034,船舶建造費,1,1,1,1079276000,1258386000,1258386000,4,3,4,1,ISF
general,財務省,税関,,,,775,国際観光旅客税財源観光振興費,0,0,1,,,2491042000,,,2,,--F
general,財務省,税関,,,,831,情報通信技術調達等適正・効率化推進費,0,0,1,,,15690150194,,,2,,--F
general,財務省,財務局,,,,021,財務局共通費,1,1,1,43468776000,44004705000,44004705000,20,9,20,1,ISF
general,財務省,財務局,,,,022,財務局施設費,1,1,1,294514000,294514000,294514000,4,1,4,0,ISF
general,財務省,財務局,,,,023,財務局業務費,1,1,1,13291162000,14639522000,14639522000,21,12,21,1,ISF
general,財務省,財務局,,,,830,情報通信技術調達等適正・効率化推進費,0,0,1,,,3979310045,,,2,,--F
general,財務省,財務本省,,,,001,財務本省共通費,1,1,1,225239189000,251619398000,251619398000,45,19,41,1,ISF
general,財務省,財務本省,,,,002,財務本省施設費,1,1,1,263277000,421540000,421540000,4,3,4,1,ISF
general,財務省,財務本省,,,,003,財政健全化推進費,1,1,1,849728000,849693000,849693000,15,6,14,1,ISF
general,財務省,財務本省,,,,004,税制企画立案費,1,1,1,158687000,157041000,157041000,6,3,6,1,ISF
general,財務省,財務本省,,,,005,資産債務管理費,1,1,1,81679000,77513000,77513000,8,5,8,1,ISF
general,財務省,財務本省,,,,007,公務員宿舎施設費,1,1,1,7279771000,7279771000,7279771000,4,1,4,0,ISF
general,財務省,財務本省,,,,008,国債費,1,1,1,27009019191000,25908142824000,25908142824000,16,12,16,1,ISF
general,財務省,財務本省,,,,009,貨幣製造及信用秩序制度等企画立案費,1,1,1,17311621000,17905463000,17905463000,7,4,7,1,ISF
general,財務省,財務本省,,,,010,関税制度等企画立案費,1,1,1,1079413000,1344010000,1344010000,14,9,14,1,ISF
general,財務省,財務本省,,,,011,経済協力費,1,1,1,83435692000,139960110000,139960110000,11,4,11,1,ISF
general,財務省,財務本省,,,,012,政策金融費,1,1,1,60343520000,60340789000,60340789000,6,4,6,1,ISF
general,財務省,財務本省,,,,013,国家公務員共済組合連合会等助成費,1,1,1,84599850000,84565069000,84565069000,8,6,8,1,ISF
general,財務省,財務本省,,,,014,特定国有財産整備費,1,1,1,9169059000,9169059000,4826616000,4,1,4,0,ISF
general,財務省,財務本省,,,,016,特定国有財産整備諸費,1,1,1,193775000,193775000,193775000,4,1,4,0,ISF
general,財務省,財務本省,,,,017,ウクライナ情勢経済緊急対応予備費,1,0,0,0,,,2,,,,I--
general,財務省,財務本省,,,,018,原油価格・物価高騰対策及び賃上げ促進環境整備対応予備費,1,1,1,1000000000000,1000000000000,1000000000000,2,1,2,0,ISF
general,財務省,財務本省,,,,019,予備費,1,1,1,1000000000000,1000000000000,1000000000000,2,1,2,0,ISF
general,財務省,財務本省,,,,064,復興事業費等東日本大震災復興特別会計へ繰入,1,1,1,5720687000,16631213000,16631213000,2,2,2,0,ISF
general,財務省,財務本省,,,,065,貨幣回収準備資金へ繰入,1,1,1,0,78602661000,78602661000,2,2,2,0,ISF
general,財務省,財務本省,,,,066,防衛力強化のための資金へ繰入,1,0,0,0,,,2,,,,I--
general,財務省,財務本省,,,,066,防衛力強化資金へ繰入,0,1,1,,109609560000,109609560000,,2,2,0,-SF
general,財務省,財務本省,,,,829,情報通信技術調達等適正・効率化推進費,0,0,1,,,16986019124,,,2,,--F
general,農林水産省,北海道農政事務所,,,,091,北海道農政事務所,1,1,1,3492722000,3517051000,3517051000,16,6,16,1,ISF
general,農林水産省,北海道農政事務所,,,,092,北海道農政事務所施設費,1,1,1,22058000,22058000,22058000,4,1,4,0,ISF
general,農林水産省,北海道農政事務所,,,,835,情報通信技術調達等適正・効率化推進費,0,0,1,,,9953900,,,2,,--F
general,農林水産省,地方農政局,,,,081,地方農政局,1,1,1,48907742000,47632524000,47632524000,18,7,18,1,ISF
general,農林水産省,地方農政局,,,,082,地方農政局施設費,1,1,1,421911000,421911000,421911000,4,1,4,0,ISF
general,農林水産省,地方農政局,,,,083,海岸事業工事諸費,1,1,1,412627000,396858000,396858000,14,6,14,1,ISF
general,農林水産省,地方農政局,,,,084,農業農村整備事業工事諸費,1,1,1,20088988000,19913616000,19913616000,18,7,18,1,ISF
general,農林水産省,地方農政局,,,,085,農業施設災害復旧事業等工事諸費,1,1,1,4901000,36217000,36217000,5,5,5,0,ISF
general,農林水産省,地方農政局,,,,834,情報通信技術調達等適正・効率化推進費,0,0,1,,,236977832,,,2,,--F
general,農林水産省,林野庁,,,,101,林野庁共通費,1,1,1,32609777000,32818865000,32818865000,27,12,27,1,ISF
general,農林水産省,林野庁,,,,102,林野庁施設費,1,1,1,992479000,992479000,992479000,4,1,4,0,ISF
general,農林水産省,林野庁,,,,103,国立研究開発法人森林研究・整備機構運営費,1,1,1,10258867000,10649867000,10649867000,2,2,2,0,ISF
general,農林水産省,林野庁,,,,104,国立研究開発法人森林研究・整備機構施設整備費,1,1,1,424417000,1493417000,1493417000,2,2,2,0,ISF
general,農林水産省,林野庁,,,,105,森林整備・保全費,1,1,1,4666431000,5489331000,5489331000,30,6,30,1,ISF
general,農林水産省,林野庁,,,,106,国有林野産物等売払及管理処分業務費,1,1,1,14111780000,14111780000,14111780000,14,1,14,0,ISF
general,農林水産省,林野庁,,,,107,治山事業費,1,1,1,49768465000,76520465000,76520465000,7,5,7,1,ISF
general,農林水産省,林野庁,,,,108,森林整備事業費,1,1,1,111935889000,156749835000,156749835000,8,5,8,1,ISF
general,農林水産省,林野庁,,,,109,借入金利子国有林野事業債務管理特別会計へ繰入,1,1,1,1630382000,1055788000,1055788000,2,2,2,0,ISF
general,農林水産省,林野庁,,,,110,国有林野事業収入財源借入金債務処理費国有林野事業債務管理特別会計へ繰入,1,1,1,24184332000,24184332000,24184332000,2,1,2,0,ISF
general,農林水産省,林野庁,,,,111,林業振興対策費,1,1,1,4921852000,5473852000,5473852000,8,3,8,1,ISF
general,農林水産省,林野庁,,,,112,林産物供給等振興対策費,1,1,1,1678012000,1678012000,1678012000,8,1,8,0,ISF
general,農林水産省,林野庁,,,,113,森林整備・林業等振興対策費,1,1,1,6471007000,27246065000,27246065000,11,8,12,1,ISF
general,農林水産省,林野庁,,,,114,治山事業工事諸費,1,1,1,4987535000,5019509000,5019509000,12,6,12,1,ISF
general,農林水産省,林野庁,,,,115,森林整備事業工事諸費,1,1,1,6634111000,6638114000,6638114000,15,7,15,1,ISF
general,農林水産省,林野庁,,,,116,山林施設災害復旧事業費,1,1,1,5336843000,26702566000,26702566000,3,3,3,0,ISF
general,農林水産省,林野庁,,,,117,山林施設災害関連事業費,1,1,1,5106231000,20028814000,20028814000,4,4,4,0,ISF
general,農林水産省,林野庁,,,,118,山林施設災害復旧事業等工事諸費,1,1,1,17926000,66620000,66620000,3,3,3,0,ISF
general,農林水産省,林野庁,,,,646,沖縄開発事業費,0,0,1,,,760000000,,,5,,--F
general,農林水産省,林野庁,,,,658,科学技術イノベーション創造推進費,0,0,1,,,153683000,,,2,,--F
general,農林水産省,林野庁,,,,727,防災・減災対策等強化事業推進費,0,0,1,,,0,,,3,,--F
general,農林水産省,林野庁,,,,740,離島振興事業費,0,0,1,,,1925000000,,,8,,--F
general,農林水産省,林野庁,,,,746,北海道開発事業費,0,0,1,,,21796000000,,,7,,--F
general,農林水産省,林野庁,,,,757,北海道特定特別総合開発事業推進費,0,0,1,,,543000000,,,2,,--F
general,農林水産省,林野庁,,,,782,地球環境保全等試験研究費,0,0,1,,,19632000,,,2,,--F
general,農林水産省,林野庁,,,,816,地方創生基盤整備事業推進費,0,0,1,,,7608057000,,,2,,--F
general,農林水産省,林野庁,,,,830,情報通信技術調達等適正・効率化推進費,0,0,1,,,1220960012,,,2,,--F
general,農林水産省,水産庁,,,,131,水産庁共通費,1,1,1,8474648000,8752968000,8752968000,23,11,22,1,ISF
general,農林水産省,水産庁,,,,132,食料安全保障確立対策費,1,1,1,635801000,755801000,755801000,5,3,5,1,ISF
general,農林水産省,水産庁,,,,133,国立研究開発法人水産研究・教育機構運営費,1,1,1,17061694000,17161694000,17161694000,3,3,3,0,ISF
general,農林水産省,水産庁,,,,134,国立研究開発法人水産研究・教育機構施設整備費,1,1,1,0,512025000,512025000,2,2,2,0,ISF
general,農林水産省,水産庁,,,,135,水産資源管理対策費,1,1,1,25579538000,26951854000,26951854000,22,8,22,1,ISF
general,農林水産省,水産庁,,,,136,船舶建造費,1,1,1,204740000,2240196000,2240196000,4,5,5,0,ISF
general,農林水産省,水産庁,,,,137,水産業振興対策費,1,1,1,30582276000,114037532000,114037532000,18,8,18,1,ISF
general,農林水産省,水産庁,,,,138,保険料国庫負担金等食料安定供給特別会計へ繰入,1,1,1,19291434000,19288344000,19288344000,2,2,2,0,ISF
general,農林水産省,水産庁,,,,139,漁村活性化対策費,1,1,1,4771135000,8430680000,8430680000,11,6,11,1,ISF
general,農林水産省,水産庁,,,,140,海岸事業費,1,1,1,3026114000,4131764000,4131764000,4,3,4,1,ISF
general,農林水産省,水産庁,,,,141,水産基盤整備費,1,1,1,35442864000,48727864000,48727864000,8,6,8,1,ISF
general,農林水産省,水産庁,,,,142,水産業強化対策費,1,1,1,1952248000,2352248000,2352248000,3,3,3,0,ISF
general,農林水産省,水産庁,,,,143,海岸事業調査諸費,1,1,1,4886000,4886000,4886000,3,1,3,0,ISF
general,農林水産省,水産庁,,,,144,水産基盤整備事業工事諸費,1,1,1,52136000,52136000,52136000,3,1,3,0,ISF
general,農林水産省,水産庁,,,,145,漁港施設災害復旧事業費,1,1,1,1019621000,7162448000,7162448000,3,3,3,0,ISF
general,農林水産省,水産庁,,,,146,漁港施設災害関連事業費,1,1,1,146000000,903000000,903000000,3,3,3,0,ISF
general,農林水産省,水産庁,,,,147,国立研究開発法人水産研究・教育機構船舶建造費,1,0,1,0,,0,2,,2,,I-F
general,農林水産省,水産庁,,,,148,漁港施設災害復旧事業工事諸費,0,1,1,,173000,173000,,2,2,0,-SF
general,農林水産省,水産庁,,,,647,沖縄開発事業費,0,0,1,,,4518264000,,,3,,--F
general,農林水産省,水産庁,,,,659,科学技術イノベーション創造推進費,0,0,1,,,395000000,,,2,,--F
general,農林水産省,水産庁,,,,728,防災・減災対策等強化事業推進費,0,0,1,,,0,,,2,,--F
general,農林水産省,水産庁,,,,741,離島振興事業費,0,0,1,,,12652350000,,,6,,--F
general,農林水産省,水産庁,,,,747,北海道開発事業費,0,0,1,,,38567000000,,,8,,--F
general,農林水産省,水産庁,,,,783,地球環境保全等試験研究費,0,0,1,,,4000000,,,2,,--F
general,農林水産省,水産庁,,,,793,放射能調査研究費,0,0,1,,,145086000,,,3,,--F
general,農林水産省,水産庁,,,,817,地方創生基盤整備事業推進費,0,0,1,,,1945091000,,,2,,--F
general,農林水産省,水産庁,,,,831,情報通信技術調達等適正・効率化推進費,0,0,1,,,1298153124,,,2,,--F
general,農林水産省,農林水産技術会議,,,,061,農林水産技術会議共通費,1,1,1,2135747000,2136273000,2136273000,17,8,17,1,ISF
general,農林水産省,農林水産技術会議,,,,062,農林水産技術会議施設費,1,1,1,150320000,150320000,150320000,4,1,4,0,ISF
general,農林水産省,農林水産技術会議,,,,063,農林水産業イノベーション創出・技術開発推進費,1,1,1,3908029000,5908029000,5908029000,13,3,13,1,ISF
general,農林水産省,農林水産技術会議,,,,064,国立研究開発法人農業・食品産業技術総合研究機構運営費,1,1,1,51174334000,55720098000,55720098000,3,3,3,0,ISF
general,農林水産省,農林水産技術会議,,,,065,国立研究開発法人農業・食品産業技術総合研究機構施設整備費,1,1,1,929541000,2742870000,2742870000,2,2,2,0,ISF
general,農林水産省,農林水産技術会議,,,,066,国立研究開発法人国際農林水産業研究センター運営費,1,1,1,3785065000,3785065000,3785065000,2,1,2,0,ISF
general,農林水産省,農林水産技術会議,,,,067,国立研究開発法人国際農林水産業研究センター施設整備費,1,1,1,180433000,180433000,180433000,2,1,2,0,ISF
general,農林水産省,農林水産技術会議,,,,615,宇宙開発利用推進費,0,0,1,,,300000000,,,2,,--F
general,農林水産省,農林水産技術会議,,,,656,科学技術イノベーション創造推進費,0,0,1,,,3350617000,,,9,,--F
general,農林水産省,農林水産技術会議,,,,781,地球環境保全等試験研究費,0,0,1,,,21000000,,,2,,--F
general,農林水産省,農林水産技術会議,,,,792,放射能調査研究費,0,0,1,,,47137000,,,2,,--F
general,農林水産省,農林水産技術会議,,,,833,情報通信技術調達等適正・効率化推進費,0,0,1,,,1441779045,,,2,,--F
general,農林水産省,農林水産本省,,,,001,農林水産本省共通費,1,1,1,86387932000,88494396000,88494396000,43,18,41,1,ISF
general,農林水産省,農林水産本省,,,,002,農林水産本省施設費,1,1,1,311063000,553063000,553063000,4,3,4,1,ISF
general,農林水産省,農林水産本省,,,,003,農林水産物・食品輸出促進対策費,1,1,1,5946990000,23103440000,23103440000,11,6,9,1,ISF
general,農林水産省,農林水産本省,,,,004,消費者・食農連携深化対策費,1,1,1,115978000,709247000,709247000,7,4,7,1,ISF
general,農林水産省,農林水産本省,,,,005,食品の安全・消費者の信頼確保対策費,1,1,1,1198193000,1218037000,1218037000,13,4,13,1,ISF
general,農林水産省,農林水産本省,,,,006,独立行政法人農林水産消費安全技術センター運営費,1,1,1,7020014000,7020014000,7020014000,2,1,2,0,ISF
general,農林水産省,農林水産本省,,,,007,独立行政法人農林水産消費安全技術センター施設整備費,0,0,1,,,0,,,2,,--F
general,農林水産省,農林水産本省,,,,008,食料安全保障確立対策費,1,1,1,20728357000,30604094000,30604094000,27,14,27,1,ISF
general,農林水産省,農林水産本省,,,,009,食料安全保障確立対策費食料安定供給特別会計へ繰入,1,1,1,132180000000,152180000000,152180000000,2,2,2,0,ISF
general,農林水産省,農林水産本省,,,,010,担い手育成・確保等対策費,1,1,1,182354116000,211417759000,211417759000,22,10,22,1,ISF
general,農林水産省,農林水産本省,,,,011,独立行政法人農業者年金基金運営費,1,1,1,4659938000,4659938000,4659938000,5,1,5,0,ISF
general,農林水産省,農林水産本省,,,,012,農業経営安定事業費等食料安定供給特別会計へ繰入,1,1,1,99175902000,99175902000,99175902000,2,1,2,0,ISF
general,農林水産省,農林水産本省,,,,013,共済掛金国庫負担金等食料安定供給特別会計へ繰入,1,1,1,53899282000,53883959000,53883959000,2,2,2,0,ISF
general,農林水産省,農林水産本省,,,,014,農地集積・集約化等対策費,1,1,1,39673595000,47753595000,47753595000,18,4,18,1,ISF
general,農林水産省,農林水産本省,,,,015,農業生産基盤整備推進費,1,1,1,31806412000,31806412000,31806412000,12,1,12,0,ISF
general,農林水産省,農林水産本省,,,,016,海岸事業費,1,1,1,3899901000,5299476000,5299476000,6,4,6,1,ISF
general,農林水産省,農林水産本省,,,,017,国産農産物生産基盤強化等対策費,1,1,1,373524184000,611866993000,611866993000,22,18,27,1,ISF
general,農林水産省,農林水産本省,,,,018,牛肉等関税財源国産畜産物生産基盤強化等対策費,1,1,1,51212495000,51212495000,51212495000,4,1,4,0,ISF
general,農林水産省,農林水産本省,,,,019,独立行政法人農畜産業振興機構運営費,1,1,1,3073177000,3073177000,3073177000,6,1,6,0,ISF
general,農林水産省,農林水産本省,,,,020,国立研究開発法人農業・食品産業技術総合研究機構運営費,1,1,1,1563757000,1563757000,1563757000,2,1,2,0,ISF
general,農林水産省,農林水産本省,,,,021,国立研究開発法人農業・食品産業技術総合研究機構施設整備費,1,1,1,146499000,146499000,146499000,2,1,2,0,ISF
general,農林水産省,農林水産本省,,,,022,独立行政法人家畜改良センター運営費,1,1,1,7393389000,7393389000,7393389000,2,1,2,0,ISF
general,農林水産省,農林水産本省,,,,023,独立行政法人家畜改良センター施設整備費,1,1,1,65000000,1331629000,1331629000,2,2,2,0,ISF
general,農林水産省,農林水産本省,,,,025,農林水産政策研究所,1,1,1,1015277000,959786000,959786000,20,7,19,1,ISF
general,農林水産省,農林水産本省,,,,026,農業・食品産業強化対策費,1,1,1,12051713000,17780713000,17780713000,3,3,3,0,ISF
general,農林水産省,農林水産本省,,,,027,農林水産業環境政策推進費,1,1,1,762371000,4590044000,4590044000,11,8,11,1,ISF
general,農林水産省,農林水産本省,,,,030,農村整備推進対策費,1,1,1,77464429000,77464429000,77464429000,7,1,6,0,ISF
general,農林水産省,農林水産本省,,,,031,農業農村整備事業費,1,1,1,199853674000,346118674000,346118674000,15,11,15,1,ISF
general,農林水産省,農林水産本省,,,,032,農業農村整備事業費食料安定供給特別会計へ繰入,1,1,1,2853000000,2810396000,2810396000,2,2,2,0,ISF
general,農林水産省,農林水産本省,,,,033,農山漁村活性化対策費,1,1,1,18354813000,24979813000,24979813000,9,5,9,1,ISF
general,農林水産省,農林水産本省,,,,034,農山漁村地域整備事業費,1,1,1,63140000000,63140000000,63140000000,2,1,2,0,ISF
general,農林水産省,農林水産本省,,,,035,農林水産統計調査費,1,1,1,8805356000,8957486000,8957486000,12,3,12,1,ISF
general,農林水産省,農林水産本省,,,,036,風水害等対策費,1,1,1,25463000,1170473000,1170473000,2,2,2,0,ISF
general,農林水産省,農林水産本省,,,,037,受託工事等実施費,1,1,1,6142818000,6142818000,6142818000,4,1,4,0,ISF
general,農林水産省,農林水産本省,,,,038,海岸事業調査諸費,1,1,1,3472000,3472000,3472000,3,1,3,0,ISF
general,農林水産省,農林水産本省,,,,039,農業農村整備事業調査諸費,1,1,1,1036338000,1033182000,1033182000,6,3,6,1,ISF
general,農林水産省,農林水産本省,,,,040,農業施設災害復旧事業費,1,1,1,8225871000,35480367000,35480367000,3,3,3,0,ISF
general,農林水産省,農林水産本省,,,,041,農業施設災害関連事業費,1,1,1,329607000,1425795000,1425795000,4,4,4,0,ISF
general,農林水産省,農林水産本省,,,,042,新市場創出対策費,1,1,1,743636000,9547145000,9547145000,10,5,10,1,ISF
